resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/7/31 16:21:07.00,SUPERVISOR,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/11/28 3:31:05.00,EMPLOYEE,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/11/28 3:31:36.00,ADMINISTRATION,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/11/28 13:58:31.00,BUDGET OWNER,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/11/29 13:27:40.00,SUPERVISOR,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
SYSTEM,Request Payment,2018/11/30 8:44:16.00,UNDEFINED,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
SYSTEM,Payment Handled,2018/12/3 16:31:24.00,UNDEFINED,travel permit number 20330,task 10387,organizational unit 65469,650.3404704,task 427,budget 1755,project 10384,project 503,request for payment 20331,organizational unit 65454,4126.525828,travel permit 20329,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/8/13 7:40:38.00,EMPLOYEE,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/8/13 7:40:39.00,ADMINISTRATION,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/8/13 7:48:35.00,BUDGET OWNER,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/8/20 3:15:27.00,SUPERVISOR,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/31 9:06:27.00,EMPLOYEE,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/31 9:06:29.00,ADMINISTRATION,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/9/3 10:14:16.00,BUDGET OWNER,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/9/3 21:42:16.00,SUPERVISOR,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
SYSTEM,Request Payment,2018/9/6 9:09:52.00,UNDEFINED,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
SYSTEM,Payment Handled,2018/9/10 15:31:25.00,UNDEFINED,travel permit number 12727,task 12732,organizational unit 65456,122.1266056,task 427,budget 12728,project 12729,project 503,request for payment 12735,organizational unit 65457,834.2951256,travel permit 12726,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/9 10:16:19.00,EMPLOYEE,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/9 10:16:33.00,ADMINISTRATION,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/3/13 12:30:39.00,BUDGET OWNER,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/3/15 21:24:36.00,SUPERVISOR,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/3/19 14:13:34.00,EMPLOYEE,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/3/19 14:17:43.00,ADMINISTRATION,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/3/20 9:30:38.00,BUDGET OWNER,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/3/24 21:55:53.00,SUPERVISOR,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
SYSTEM,Request Payment,2018/3/26 7:37:50.00,UNDEFINED,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
SYSTEM,Payment Handled,2018/3/29 15:31:11.00,UNDEFINED,travel permit number 42784,task 33469,organizational unit 65461,1382.182184,task 427,budget 829,project 20418,project 503,request for payment 42785,organizational unit 65456,2051.784987,travel permit 42783,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/1/31 13:38:55.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017/1/31 13:40:27.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/2/1 14:52:50.00,SUPERVISOR,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/2/9 15:40:05.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,2017/2/9 15:42:55.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2017/2/13 14:29:48.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/3/1 17:31:41.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017/3/1 17:32:52.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/3/2 8:15:48.00,SUPERVISOR,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
SYSTEM,Request Payment,2017/3/8 14:36:23.00,UNDEFINED,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
SYSTEM,Payment Handled,2017/3/13 16:31:05.00,UNDEFINED,travel permit number 76929,task 6280,organizational unit 65457,168.425927,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76936,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/26 7:33:57.00,EMPLOYEE,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/26 7:34:04.00,ADMINISTRATION,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/26 8:58:12.00,SUPERVISOR,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/3/22 18:20:51.00,EMPLOYEE,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/3/22 18:20:58.00,ADMINISTRATION,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/3/28 7:25:22.00,SUPERVISOR,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
SYSTEM,Request Payment,2018/3/29 6:15:36.00,UNDEFINED,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
SYSTEM,Payment Handled,2018/4/5 15:30:53.00,UNDEFINED,travel permit number 5348,UNKNOWN,organizational unit 65456,120.0024812,UNKNOWN,budget 5349,UNKNOWN,project 503,request for payment 5352,organizational unit 65457,460.0095114,travel permit 5347,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/10/2 13:24:47.00,EMPLOYEE,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/10/2 13:25:44.00,ADMINISTRATION,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/10/8 6:50:27.00,SUPERVISOR,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/10/15 22:52:46.00,EMPLOYEE,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/10/15 22:53:05.00,ADMINISTRATION,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/10/17 14:08:04.00,SUPERVISOR,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
SYSTEM,Request Payment,2018/10/18 4:28:15.00,UNDEFINED,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
SYSTEM,Payment Handled,2018/10/22 15:31:25.00,UNDEFINED,travel permit number 34362,task 34366,organizational unit 65458,520.2912117,task 427,budget 922,project 34363,project 503,request for payment 34364,organizational unit 65458,1053.818795,travel permit 34361,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/15 8:00:20.00,EMPLOYEE,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/15 8:00:24.00,ADMINISTRATION,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/3/15 10:40:19.00,BUDGET OWNER,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/3/22 4:15:19.00,SUPERVISOR,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/3/22 12:44:32.00,DIRECTOR,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/14 7:24:56.00,EMPLOYEE,travel permit number 41815,task 41819,organizational unit 65462,769.7496734,task 427,budget 2113,project 41816,project 503,request for payment 41822,organizational unit 65459,4167.849331,travel permit 41814,UNKNOWN
