group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-12570,Resource06,T10 Determine necessity to stop indication,2011/2/16 13:12:28,Resource06,General,5559,Internet
EMPTY,task-12568,Resource06,T02 Check confirmation of receipt,2011/2/22 13:53:56,Resource06,General,5559,Internet
Group 3,task-13695,Resource10,T04 Determine confirmation of receipt,2011/2/28 10:51:04,Resource06,General,5559,Internet
Group 2,task-14423,admin1,T05 Print and send confirmation of receipt,2011/3/1 8:58:22,Resource06,General,5559,Internet
EMPTY,task-27205,Resource08,Confirmation of receipt,2011/6/1 9:19:56,Resource06,General,7818,Internet
EMPTY,task-27484,Resource08,T02 Check confirmation of receipt,2011/6/1 9:20:40,Resource06,General,7818,Internet
EMPTY,task-27488,Resource08,T04 Determine confirmation of receipt,2011/6/1 9:23:07,Resource06,General,7818,Internet
Group 1,task-27485,Resource08,T06 Determine necessity of stop advice,2011/6/8 8:10:11,Resource06,General,7818,Internet
Group 1,task-28295,Resource08,T10 Determine necessity to stop indication,2011/6/8 8:10:32,Resource06,General,7818,Internet
Group 2,task-27490,admin1,T05 Print and send confirmation of receipt,2011/6/16 8:10:00,Resource06,General,7818,Internet
EMPTY,task-13007,admin2,Confirmation of receipt,2011/4/15 8:48:39,Resource09,General,6071,Internet
EMPTY,task-40197,Resource16,Confirmation of receipt,2011/9/30 7:58:41,Resource11,General,9727,Internet
Group 4,task-40939,Resource16,T02 Check confirmation of receipt,2011/9/30 7:59:10,Resource11,General,9727,Internet
Group 3,task-40941,Resource16,T04 Determine confirmation of receipt,2011/9/30 7:59:38,Resource11,General,9727,Internet
Group 2,task-40942,Resource16,T05 Print and send confirmation of receipt,2011/9/30 8:00:01,Resource11,General,9727,Internet
Group 1,task-40940,Resource16,T06 Determine necessity of stop advice,2011/9/30 8:00:28,Resource11,General,9727,Internet
Group 1,task-40943,Resource16,T10 Determine necessity to stop indication,2011/9/30 8:01:00,Resource11,General,9727,Internet
EMPTY,task-900,Resource11,Confirmation of receipt,2010/12/2 7:47:31,Resource11,General,4208,Internet
EMPTY,task-2583,Resource11,T02 Check confirmation of receipt,2010/12/2 7:48:34,Resource11,General,4208,Internet
Group 1,task-2584,Resource11,T06 Determine necessity of stop advice,2010/12/2 7:50:22,Resource11,General,4208,Internet
Group 1,task-2587,Resource11,T10 Determine necessity to stop indication,2010/12/2 7:53:01,Resource11,General,4208,Internet
EMPTY,task-2585,Resource11,T04 Determine confirmation of receipt,2010/12/2 7:54:01,Resource11,General,4208,Internet
EMPTY,task-2592,Resource11,T05 Print and send confirmation of receipt,2010/12/2 7:54:40,Resource11,General,4208,Internet
EMPTY,task-37975,Resource05,Confirmation of receipt,2011/9/15 16:47:36,Resource05,General,9366,Internet
Group 4,task-39162,Resource05,T02 Check confirmation of receipt,2011/9/15 16:47:59,Resource05,General,9366,Internet
Group 3,task-39164,Resource05,T04 Determine confirmation of receipt,2011/9/15 16:48:47,Resource05,General,9366,Internet
Group 2,task-39165,Resource05,T05 Print and send confirmation of receipt,2011/9/15 16:51:24,Resource05,General,9366,Internet
Group 1,task-39163,Resource05,T06 Determine necessity of stop advice,2011/9/15 16:51:46,Resource05,General,9366,Internet
Group 1,task-39166,Resource05,T10 Determine necessity to stop indication,2011/9/15 16:52:12,Resource05,General,9366,Internet
EMPTY,task-7219,Resource15,Confirmation of receipt,2011/1/11 13:09:18,Resource15,General,5190,Internet
Group 1,task-7712,Resource15,T06 Determine necessity of stop advice,2011/1/11 13:11:20,Resource15,General,5190,Internet
Group 1,task-7714,Resource15,T10 Determine necessity to stop indication,2011/1/11 13:11:36,Resource15,General,5190,Internet
Group 4,task-7711,Resource10,T02 Check confirmation of receipt,2011/1/12 10:47:01,Resource15,General,5190,Internet
Group 3,task-7890,Resource10,T04 Determine confirmation of receipt,2011/1/12 10:47:16,Resource15,General,5190,Internet
Group 2,task-7891,admin1,T05 Print and send confirmation of receipt,2011/1/12 14:01:13,Resource15,General,5190,Internet
EMPTY,task-16806,Resource01,Confirmation of receipt,2011/3/24 12:17:07,Resource11,General,6542,Desk
Group 4,task-17595,Resource01,T02 Check confirmation of receipt,2011/3/24 12:17:27,Resource11,General,6542,Desk
Group 3,task-17597,Resource01,T04 Determine confirmation of receipt,2011/3/24 12:17:46,Resource11,General,6542,Desk
Group 2,task-17598,Resource01,T05 Print and send confirmation of receipt,2011/3/24 12:18:15,Resource11,General,6542,Desk
Group 1,task-17596,Resource01,T06 Determine necessity of stop advice,2011/4/13 12:30:34,Resource11,General,6542,Desk
Group 1,task-20307,Resource01,T10 Determine necessity to stop indication,2011/4/13 12:31:45,Resource11,General,6542,Desk
Group 1,task-29806,Resource27,Confirmation of receipt,2011/6/27 10:06:24,admin3,Customer contact,8267,Internet
Group 4,task-29807,admin2,T02 Check confirmation of receipt,2011/6/27 10:14:44,admin3,Customer contact,8267,Internet
Group 1,task-29808,admin2,T06 Determine necessity of stop advice,2011/6/27 10:14:45,admin3,Customer contact,8267,Internet
EMPTY,task-50487,Resource05,Confirmation of receipt,2012/1/17 6:29:46,Resource05,General,11050,Internet
Group 4,task-52654,Resource05,T02 Check confirmation of receipt,2012/1/17 6:30:21,Resource05,General,11050,Internet
Group 3,task-52656,Resource05,T04 Determine confirmation of receipt,2012/1/17 6:31:05,Resource05,General,11050,Internet
Group 2,task-52657,Resource05,T05 Print and send confirmation of receipt,2012/1/17 6:31:41,Resource05,General,11050,Internet
Group 1,task-52655,Resource05,T06 Determine necessity of stop advice,2012/1/17 6:32:10,Resource05,General,11050,Internet
Group 1,task-52658,Resource05,T10 Determine necessity to stop indication,2012/1/17 6:32:43,Resource05,General,11050,Internet
EMPTY,task-15739,Resource02,Confirmation of receipt,2011/3/11 13:58:30,Resource02,General,6378,Internet
Group 4,task-15946,Resource02,T02 Check confirmation of receipt,2011/3/11 13:58:55,Resource02,General,6378,Internet
Group 1,task-15947,Resource02,T06 Determine necessity of stop advice,2011/3/11 13:59:10,Resource02,General,6378,Internet
Group 3,task-15948,Resource10,T04 Determine confirmation of receipt,2011/3/11 14:39:35,Resource02,General,6378,Internet
Group 2,task-15951,admin1,T05 Print and send confirmation of receipt,2011/3/11 15:08:01,Resource02,General,6378,Internet
Group 1,task-15949,Resource02,T10 Determine necessity to stop indication,2011/3/14 10:55:06,Resource02,General,6378,Internet
EMPTY,task-3156,Resource12,Confirmation of receipt,2010/12/14 9:10:15,Resource12,General,4667,Internet
EMPTY,task-4083,Resource24,T02 Check confirmation of receipt,2010/12/22 13:09:01,Resource12,General,4667,Internet
Group 3,task-5462,Resource10,T04 Determine confirmation of receipt,2010/12/22 13:14:47,Resource12,General,4667,Internet
Group 2,task-5465,admin1,T05 Print and send confirmation of receipt,2010/12/24 9:03:06,Resource12,General,4667,Internet
Group 1,task-4084,Resource12,T06 Determine necessity of stop advice,2011/1/6 11:21:21,Resource12,General,4667,Internet
Group 1,task-7049,Resource12,T07-5 Draft intern advice aspect 5,2011/1/6 11:21:56,Resource12,General,4667,Internet
Group 1,task-7050,Resource12,T06 Determine necessity of stop advice,2011/1/6 11:22:24,Resource12,General,4667,Internet
Group 1,task-7051,Resource12,T07-5 Draft intern advice aspect 5,2011/1/6 11:22:51,Resource12,General,4667,Internet
Group 1,task-7052,Resource12,T06 Determine necessity of stop advice,2011/1/6 11:23:39,Resource12,General,4667,Internet
Group 1,task-7053,Resource12,T10 Determine necessity to stop indication,2011/1/6 11:24:10,Resource12,General,4667,Internet
Group 1,task-28475,Resource01,Confirmation of receipt,2011/6/30 13:34:22,Resource11,General,8018,Internet
Group 4,task-30549,Resource01,T02 Check confirmation of receipt,2011/6/30 13:34:42,Resource11,General,8018,Internet
Group 3,task-30551,Resource01,T04 Determine confirmation of receipt,2011/6/30 13:35:01,Resource11,General,8018,Internet
Group 2,task-30552,Resource01,T05 Print and send confirmation of receipt,2011/6/30 13:35:15,Resource11,General,8018,Internet
Group 1,task-30550,Resource01,T06 Determine necessity of stop advice,2011/6/30 13:35:33,Resource11,General,8018,Internet
Group 1,task-30553,Resource01,T10 Determine necessity to stop indication,2011/6/30 13:35:56,Resource11,General,8018,Internet
EMPTY,task-39948,admin2,Confirmation of receipt,2011/10/6 12:25:23,Resource23,General,9704,Internet
EMPTY,task-28354,Resource13,Confirmation of receipt,2011/6/28 10:22:31,Resource13,General,7988,Internet
EMPTY,task-30100,Resource13,T02 Check confirmation of receipt,2011/6/28 10:23:50,Resource13,General,7988,Internet
EMPTY,task-30102,Resource13,T04 Determine confirmation of receipt,2011/6/28 10:24:27,Resource13,General,7988,Internet
Group 2,task-30103,Resource13,T05 Print and send confirmation of receipt,2011/6/28 10:24:44,Resource13,General,7988,Internet
Group 1,task-30101,Resource13,T06 Determine necessity of stop advice,2011/6/28 10:25:05,Resource13,General,7988,Internet
Group 1,task-30104,Resource13,T10 Determine necessity to stop indication,2011/6/28 10:25:23,Resource13,General,7988,Internet
Group 1,task-30105,Resource13,T11 Create document X request unlicensed,2011/6/28 10:33:51,Resource13,General,7988,Internet
Group 4,task-30106,Resource13,T12 Check document X request unlicensed,2011/6/28 10:34:11,Resource13,General,7988,Internet
EMPTY,task-30107,Resource10,T14 Determine document X request unlicensed,2011/6/30 13:13:25,Resource13,General,7988,Internet
EMPTY,task-30547,admin1,T15 Print document X request unlicensed,2011/7/15 9:38:32,Resource13,General,7988,Internet
EMPTY,task-38022,Resource01,Confirmation of receipt,2011/9/8 9:31:49,Resource11,General,9373,Internet
Group 4,task-38420,Resource01,T02 Check confirmation of receipt,2011/9/8 9:32:08,Resource11,General,9373,Internet
Group 3,task-38422,Resource01,T04 Determine confirmation of receipt,2011/9/8 9:32:26,Resource11,General,9373,Internet
Group 2,task-38423,Resource01,T05 Print and send confirmation of receipt,2011/9/8 9:32:47,Resource11,General,9373,Internet
Group 1,task-38421,Resource01,T06 Determine necessity of stop advice,2011/9/8 9:33:04,Resource11,General,9373,Internet
Group 1,task-38424,Resource01,T10 Determine necessity to stop indication,2011/9/8 9:33:26,Resource11,General,9373,Internet
EMPTY,task-16930,Resource01,Confirmation of receipt,2011/3/24 12:37:21,Resource11,General,6585,Internet
Group 4,task-17603,Resource01,T02 Check confirmation of receipt,2011/3/24 12:37:38,Resource11,General,6585,Internet
Group 3,task-17605,Resource01,T04 Determine confirmation of receipt,2011/3/24 12:37:51,Resource11,General,6585,Internet
Group 2,task-17606,Resource01,T05 Print and send confirmation of receipt,2011/3/24 12:38:08,Resource11,General,6585,Internet
Group 1,task-17604,Resource01,T06 Determine necessity of stop advice,2011/4/14 9:31:58,Resource11,General,6585,Internet
Group 1,task-20472,Resource01,T10 Determine necessity to stop indication,2011/4/14 9:32:19,Resource11,General,6585,Internet
EMPTY,task-19556,Resource01,Confirmation of receipt,2011/4/28 9:08:52,Resource11,General,6904,Internet
Group 4,task-22550,Resource01,T02 Check confirmation of receipt,2011/4/28 9:09:15,Resource11,General,6904,Internet
Group 3,task-22552,Resource01,T04 Determine confirmation of receipt,2011/4/28 9:09:27,Resource11,General,6904,Internet
Group 2,task-22553,Resource01,T05 Print and send confirmation of receipt,2011/4/28 9:09:39,Resource11,General,6904,Internet
Group 1,task-22551,Resource01,T06 Determine necessity of stop advice,2011/4/28 9:09:53,Resource11,General,6904,Internet
Group 1,task-22554,Resource01,T10 Determine necessity to stop indication,2011/4/28 9:16:53,Resource11,General,6904,Internet
EMPTY,task-49664,Resource06,Confirmation of receipt,2012/1/12 14:56:13,Resource06,General,10810,Internet
Group 4,task-52201,Resource06,T02 Check confirmation of receipt,2012/1/12 15:07:46,Resource06,General,10810,Internet
Group 3,task-52217,Resource06,T04 Determine confirmation of receipt,2012/1/12 15:08:24,Resource06,General,10810,Internet
Group 2,task-52218,Resource06,T05 Print and send confirmation of receipt,2012/1/12 15:09:31,Resource06,General,10810,Internet
Group 1,task-52202,Resource06,T06 Determine necessity of stop advice,2012/1/12 15:10:05,Resource06,General,10810,Internet
Group 1,task-52219,Resource06,T10 Determine necessity to stop indication,2012/1/12 15:11:11,Resource06,General,10810,Internet
EMPTY,task-9059,Resource07,Confirmation of receipt,2011/1/24 16:06:36,Resource07,General,5418,Desk
EMPTY,task-9388,Resource19,T02 Check confirmation of receipt,2011/1/26 12:05:07,Resource07,General,5418,Desk
Group 3,task-9658,Resource19,T04 Determine confirmation of receipt,2011/1/26 12:05:22,Resource07,General,5418,Desk
EMPTY,task-9659,Resource07,T05 Print and send confirmation of receipt,2011/1/27 8:18:54,Resource07,General,5418,Desk
Group 1,task-9389,Resource07,T06 Determine necessity of stop advice,2011/1/31 13:17:14,Resource07,General,5418,Desk
Group 1,task-10243,Resource07,T10 Determine necessity to stop indication,2011/1/31 13:21:43,Resource07,General,5418,Desk
Group 1,task-25174,Resource08,Confirmation of receipt,2011/5/19 12:18:29,Resource08,General,7535,Desk
Group 1,task-25759,Resource08,T06 Determine necessity of stop advice,2011/5/19 12:19:11,Resource08,General,7535,Desk
Group 1,task-25761,Resource08,T10 Determine necessity to stop indication,2011/5/19 12:19:34,Resource08,General,7535,Desk
EMPTY,task-25758,Resource08,T02 Check confirmation of receipt,2011/5/19 12:20:39,Resource08,General,7535,Desk
Group 3,task-25763,Resource08,T04 Determine confirmation of receipt,2011/5/19 12:21:12,Resource08,General,7535,Desk
EMPTY,task-25764,Resource08,T05 Print and send confirmation of receipt,2011/5/19 12:21:56,Resource08,General,7535,Desk
Group 1,task-25762,Resource08,T11 Create document X request unlicensed,2011/5/20 7:12:28,Resource08,General,7535,Desk
EMPTY,task-25813,Resource04,T12 Check document X request unlicensed,2011/5/20 8:44:33,Resource08,General,7535,Desk
Group 3,task-25824,Resource08,T14 Determine document X request unlicensed,2011/5/20 8:45:31,Resource08,General,7535,Desk
EMPTY,task-25825,admin1,T15 Print document X request unlicensed,2011/5/27 7:10:17,Resource08,General,7535,Desk
EMPTY,task-1917,Resource15,Confirmation of receipt,2010/12/6 8:16:04,Resource15,General,4509,Internet
Group 4,task-2819,Resource15,T02 Check confirmation of receipt,2010/12/6 8:26:09,Resource15,General,4509,Internet
Group 1,task-2820,Resource15,T06 Determine necessity of stop advice,2010/12/6 8:30:05,Resource15,General,4509,Internet
Group 1,task-2824,Resource15,T10 Determine necessity to stop indication,2010/12/6 8:31:53,Resource15,General,4509,Internet
Group 3,task-2821,Resource10,T04 Determine confirmation of receipt,2010/12/6 10:51:00,Resource15,General,4509,Internet
Group 2,task-2953,admin1,T05 Print and send confirmation of receipt,2010/12/6 14:09:16,Resource15,General,4509,Internet
EMPTY,task-18969,Resource01,Confirmation of receipt,2011/4/14 8:23:53,Resource11,General,6848,Post
Group 4,task-20407,Resource01,T02 Check confirmation of receipt,2011/4/14 8:24:13,Resource11,General,6848,Post
Group 3,task-20409,Resource01,T04 Determine confirmation of receipt,2011/4/14 8:24:24,Resource11,General,6848,Post
Group 2,task-20410,Resource01,T05 Print and send confirmation of receipt,2011/4/14 8:24:37,Resource11,General,6848,Post
Group 1,task-20408,Resource01,T06 Determine necessity of stop advice,2011/4/14 8:24:48,Resource11,General,6848,Post
Group 1,task-20411,Resource01,T10 Determine necessity to stop indication,2011/4/14 8:25:03,Resource11,General,6848,Post
EMPTY,task-10512,Resource07,Confirmation of receipt,2011/2/4 14:19:59,Resource07,General,5706,Desk
Group 4,task-11028,Resource07,T02 Check confirmation of receipt,2011/2/4 14:20:43,Resource07,General,5706,Desk
Group 3,task-11031,Resource07,T04 Determine confirmation of receipt,2011/2/4 14:20:59,Resource07,General,5706,Desk
